ID,제목,이전카테고리,이전톤,이전노이즈,새카테고리,새톤,새노이즈,사유
cmqof704u00j2yupuhg0qmr75,"계양구, 세계 환경의 날 맞아 탄소중립 실천 위한 환경 보호 캠페인 전개 > 뉴스",industry_trend,positive,false,unrelated,positive,true,"새로 노이즈"
cmqpumwee00ixnf986rzk9n70,"시리즈 A 투자 유치 기념 리셀 임직원 단체사진.",portfolio_company,positive,false,portfolio_company,positive,true,"새로 노이즈"
cmqof6zbd00d4yupuhf1bqypp,"구글이 4조원 들여 데려온 ‘트랜스포머’ 공동저자, 오픈AI로 떠났다",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmqof6ylv0080yupualkcrwle,"강원 영동 폭우 집중, 설악산 통제되고 강릉단오제 축소",unrelated,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmqof709k00k5yupuo4sfih8e,"“작은 실천이 큰 변화로” 불당2동 탄소중립 실천 > 뉴스",industry_trend,positive,false,unrelated,positive,true,"새로 노이즈"
cmqk4vfjw00o79f7n0inrmen3,"경기도사회서비스원 대체인력지원센터, 반려마루서 ‘유기동물보호 및 탄소중립 실천’ 사회공헌활동 실천",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmqk4vg1400sc9f7n303ei47v,"벼랑 끝 장동혁, ‘재선거·특검’ 카드로 반전 노리지만",unrelated,neutral,false,unrelated,negative,false,"톤 부정 변경"
cmqof70t300o6yupupvzzixzz,"김용선 지식재산처장, 디캠프 방문",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmqk4vfn500p09f7n81ax064t,"제천문화재단, 환경 체험 인문학 ‘슬기로운 지구 생활’ 운영…탄소중립 실천 문화 확산",industry_trend,positive,false,unrelated,positive,true,"새로 노이즈"
cmqipfjli00603rhrhxmawslp,"여성소비자신문 모바일 사이트, 동아쏘시오그룹·대웅제약, 글로벌 파트너십 확대·아크와 AI 헬스케어 라운지 구",industry_trend,positive,false,unrelated,neutral,true,"새로 노이즈"
cmqipfm5t00nc3rhredd0vspa,"진주 공공형 어린이집 연합회, 자원봉사 및 탄소중립 실천 앞장 > 뉴스",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmqipfmeq00p73rhrdvk9yjy2,"한경기획, '월드푸드테크 컨펙스 2026'서 베스트 프라이즈·스페셜 프라이즈 2관왕",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmqipfk6q009q3rhr8xeeedq8,"화성시 장안여中, 학생 주도 창업 축제 '조잘조잘 스타트업 이야기 데모데이' 개최",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmqipfm8800nt3rhrihnoaryb,"[위클리오늘] 양주시, 미래세대 환경리더 육성 ‘런·런 탄소중립 기후캠프’ 개최",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmqh9zr4t00p44s5ygm7zbdnh,"연천군, 탄소중립지원센터, '우리집 안전 재난 가방 꾸리기' 교육 시행",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmqh9zpmh00cl4s5ydb2apfcs,"동아제약 박카스, 여의도 IFC몰서 '지금 나를 재생' 팝업 띄워",competitor,neutral,false,competitor,neutral,true,"새로 노이즈"
cmqfujyz800nej3lo3ceuc0yw,"SSG닷컴, 친환경 제품 전용 40% 할인 쿠폰 선착순 지급",competitor,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmqfujz6k00oxj3lol6j70f0t,"마산합포구, 민관협력으로 폭염 취약계층의 건강한 여름나기 지원",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmqh9zo0t000s4s5y2y9uab78,"[글로벌 포커스]맥마흔법 'AI 버전'?…'세계 1등 AI 스타트업' 막은 美정부",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmqfujwcd004wj3lopuzjvslv,"[스타트레이더, 두바이에서 KTH 동문 이브닝 개최 -- AI, 기술, 혁신 리더들을 한자리에] AI, 신재",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmqfujxyh00fpj3lorvsoip31,"대한민국산업현장교수 김형주 박사, 사이버보안신기술융합학회·인공지능산업법학회 공동학술대회서 최우수논문상 수상",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmqfujz9z00pqj3lo44orxhgw,"광명시 소하1동, 주민 참여 플리마켓으로 탄소중립 실천",industry_trend,positive,false,unrelated,positive,true,"새로 노이즈"
cmqfuk00300vhj3loby8eukou,"미래에셋증권/벤처투자 스페이스X 관련주 탈락?",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmqfujz1p00nvj3loyedpoqgf,"순천교육지원청, 순천학부모회연합회와 함께하는 탄소중립 실천 릴레이 플로깅 운영 > 뉴스",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmqh9zppf00d94s5y67s8ao8a,"“코스닥 세그먼트 유예해야”…벤처업계, 중복상장·상폐 기준 재검토 요구",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmqfujz4300odj3lo0dj8v13i,"“지구 살리는 스위치 켜자” 관악구, 환경의 날 맞아 주민·직원 참여형 ‘탄소중립 캠페인’ 개최",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmqfujxmp00dcj3lobpg1qycb,"벤처업계 코스닥 승강제 철회·시총 상폐기준 유예 촉구",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmqk4vfcs00mi9f7n9erxryvm,"차고(Garage)를 잃어버린 청년들",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmqfujxkp00cxj3low3eft5ij,"벤처계 "코스닥 승강제 재검토해야…시총 상폐 기준 유예 필요"(종합)",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmqfujxre00e9j3loku5rvgk2,"챗GPT로 공부했더니 학습 효과 '뚝'…구글 검색이 앞선 이유",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmqfujz9r00poj3lo7cpnhbnb,"진주시시설관리공단, 탄소중립 실천 걷기 챌린지 성료",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmqfujz5o00oqj3lo597su6z2,"진주시시설관리공단, ‘탄소중립 실천 걷기 챌린지’ 성료",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmqfujzmy00sqj3loeu8joynj,"금천구 세 번째 서울형 키즈카페 '노리뜰점' 15일 운영시작",unrelated,positive,false,unrelated,neutral,true,"새로 노이즈"
cmqef430i00oy47pm3d97igdn,"[포토] 금천구, 서울형 키즈카페 '노리뜰점' 운영",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmqef42n500mf47pmi5zsstrf,"블루푸드테크 산업 전문인력 부족",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmqfuk05x00wwj3lozjkdmg3z,"[1년전 오늘] 국정기획위원회 출범",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmqef433c00p847pmuxla8rkn,"금천구, ‘서울형 키즈카페 시흥2동 노리뜰점’ 15일 개관… 아동 놀이·돌봄 공간 확대",unrelated,positive,false,unrelated,neutral,true,"새로 노이즈"
cmqef42hx00lg47pm0nouevs8,"강화군 바르게살기운동, 풍물시장서 탄소중립 실천 캠페인",industry_trend,positive,false,unrelated,positive,true,"새로 노이즈"
cmqef3zr4004k47pmcxp0aa3r,"당국, AI 해킹 대응 나섰지만…핀테크는 망분리 완화 '사각지대'",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmqef438h00q147pmbg89xgrw,"이베리코 1934 평택점, 6․25 참전유공자 대상 무료 식사 지원",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmqef42is00lm47pmkda1hgd3,"자원봉사와 탄소중립의 가치 공유, 평택시자원봉사센터 캠프 험프리스 행사 성료 > 뉴스",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmqef43fr00rb47pm30fvav6q,"디캠프, ‘스타트업 OI 금융권’ 본선 진출 5건 공개",portfolio_company,positive,false,unrelated,neutral,true,"새로 노이즈"
cmqa4siz200fn88vbpv3w2fzg,"AI도 빈익빈 부익부…유료 구독이 만든 정보 격차 -",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmqa4skj600rj88vbzm49ex8x,"강력한 기능성식품 규제가 해외진출 장벽으로… “검증 비중 조절해야”",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmqa4sid900bj88vb6kut2grc,"검찰, 삼성전자 압수수색···레인보우로보틱스 관련",portfolio_company,neutral,false,portfolio_company,negative,false,"톤 부정 변경"
cmqa4sgt7001l88vbaadsktba,"中 압박에 메타 손 뗀다… ‘마누스’ 분리 작업 착수",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmqipfmst00s63rhr7em672vh,"대전 서남부종합스포츠타운 본격화...유성구 용계동 일원 도안자이 센텀리체 선착순 계약 진행",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmqa4skas00pn88vbnvffmxco,"사천 기업·사회단체봉사회, 해양환경 보호 위한 탄소중립 캠페인 전개",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmq8pcn0200dkc7wa6dsgp7nl,"[국민성장펀드][간접투자 1차] 에이티넘에 밀린 한투파…VC 1등도 넘지 못한 벽 : 네이버 블로그",portfolio_company,neutral,false,portfolio_company,negative,false,"톤 부정 변경"
cmq8pconm00puc7wa11abfxo5,"밀양시, 경기 킨텍스 ′월드푸드테크 컨펙스′ 참가",industry_trend,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmq8pcoay00n7c7wat2yv7644,"하동군 자봉센터, 청소년과 탄소중립 캠페인",industry_trend,positive,false,unrelated,positive,true,"새로 노이즈"
cmq8pcolt00pgc7wa0s8vbo1t,"경북도, 제31회 환경의 날 기념식 개최",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmq8pcmrw00c1c7wal12j281p,"[산업 레이더] 솔루스첨단소재·SG·티로보틱스, 오늘의 뉴스",industry_trend,neutral,false,industry_trend,neutral,true,"새로 노이즈"
cmq8pcn2500dzc7way62c87mz,"벤처기업협회 "벤처생태계 양극화 우려…'모두의 성장' 필요"",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmq8pcmva00cqc7wai35av7oi,"그룹發 '바이오 엄호'...신유열 위풍당당 고도화, 이재용 '제2허만 노림수'에도 안쓰러워",portfolio_company,neutral,false,competitor,negative,false,"톤 부정 변경"
cmq79wpeq002e41t3h56ee4fy,"‘고정자격증명’…AI에이전트 망가뜨린다",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmqa4shzc009688vb5hm0ibe5,"성남산업진흥원 이주연 신임 원장, 상대원동 산업시설 현장 점검",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmq79ws4m00si41t3ep4k1l2e,"미래에셋벤처투자 주가, 6월 9일 장중 41,500원 8.78% 상승",portfolio_company,positive,false,portfolio_company,positive,true,"새로 노이즈"
cmq5ugv7400j8v87xhsd512tg,"서산 서일고등학교, '탄소중립 환경교육주간' 운영...에너지 절약 캠페인 전개",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmq5ugvv600ovv87xjk4d8etu,"미래에셋벤처투자, 대규모 펀딩 추진과 투자사 엑시나 흥행에도 단기 차익 실현에 소폭 약세 : 경제",portfolio_company,neutral,false,portfolio_company,negative,false,"톤 부정 변경"
cmq5uguer00d0v87xg2l4l0c9,"AI로 업무시간 줄었지만…“생산성 향상은 글쎄”",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmq5ugvau00k4v87xufvsoakx,"심평원, 환경주간 운영…지역사회와 탄소중립 실천 확산",unrelated,neutral,false,unrelated,positive,true,"새로 노이즈"
cmq79wrhe00li41t35wgjtqw7,"[부산소식] 부산교육청, 13일 탄소중립 환경체험 한마당",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmq5ugv2200i0v87x9kwhw3q1,"[부산소식] 부산교육청, 13일 탄소중립 환경체험 한마당",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmq5ugvcq00kmv87xklk78mze,"디자인촉, 세계 환경의 날 맞아 ‘관공서 맞춤형 탄소중립 행사 패키지’ 출시",industry_trend,positive,false,unrelated,positive,true,"새로 노이즈"
cmq4f11zl00c762n01njrn46j,""여보, 얼마 주고 샀어?"…AI가 불러온 '결혼생활 위기'",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmq4f11id008462n0odq0kjrn,"인천폴리텍대. AI융합소프트웨어과, 로봇 전문기업 ㈜유일로보틱스 현장견학 실시",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmq4f120x00cl62n02nxtskfu,"AI로 주 1.5시간 아꼈지만…생산성 향상 제로라고?",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmq4f10mz001862n083m0swp6,"코리아스타트업포럼 "한성숙 후보자, AI 대전환 든든한 동반자"",industry_trend,positive,false,unrelated,positive,true,"새로 노이즈"
cmq4f12hj00hn62n03wgli4j2,"우희종 한국마사회장, 환경의 날 맞아 '심어서 감탄해!'…탄소중립 실천 앞장",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmq4f10m6001262n08xn7wicd,"기술 냉전의 시대, 고립 택한 중국 AI",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmq4f12pg00k062n0jlgn5553,"[생활실천이 지구를살린다]관악구, 환경의 날 맞아 ‘탄소중립 실천 캠페인’ 전개…주민과 함께 기후위기 대응 ",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmq4f133u00oo62n0wtdtkdaf,"태권도 김유진, 로마 월드 그랑프리 57㎏급 은메달",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmq4f11s200ab62n00xwszdnb,"구다이글로벌, 서울아산병원에 1억원 후원",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
